Resistivity:0.464
5.857210968;1.492662872
5.846668854;1.507267548
5.834451965;1.523100861
5.822353912;1.539472961
5.809393799;1.557145203
5.796268524;1.575707703
5.781120026;1.595228943
5.767177002;1.614861969
5.749980103;1.637788147
5.732144714;1.661093994
5.713508698;1.685919525
5.693149567;1.712311066
5.671092499;1.74057074
5.648907532;1.76990799
5.623060822;1.802206055
5.596605835;1.83511441
5.567301819;1.872249481
5.536885986;1.910633331
5.504082367;1.951272034
5.467712677;1.995840363
5.428007538;2.043293976
5.386165375;2.093043732
5.339229401;2.148334442
5.289626678;2.206382538
5.235537415;2.268236389
5.175254608;2.337465088
5.111594055;2.409488434
5.039411591;2.490179718
4.963815125;2.574764374
4.879551727;2.668013947
4.788810791;2.768471191
4.687293091;2.879985168
4.579954468;2.998156952
4.45589328;3.13433432
4.327185425;3.277021454
4.181617035;3.439532959
4.024106689;3.616133514
3.851678467;3.816089264
3.66623877;4.033047546
3.455907074;4.287302032
3.239616486;4.560109955
2.987858551;4.88972525
2.720142426;5.259169556
2.432465973;5.683233856
2.117644684;6.182154419
