Resistivity:9.632
5.830749939;1.28458905
5.819290375;1.28777243
5.805572937;1.29140094
5.791506042;1.29481897
5.776740234;1.298428345
5.762195984;1.301849396
5.74545932;1.30587973
5.728365143;1.310092346
5.707242645;1.314437897
5.687934906;1.318958679
5.665653259;1.323151154
5.641666626;1.328234894
5.616354675;1.333308563
5.590177643;1.338606812
5.559442566;1.344076263
5.529142548;1.349730011
5.494453674;1.355457275
5.458361938;1.361936829
5.418452362;1.36842041
5.376186218;1.375396454
5.329725586;1.382408752
5.279926483;1.389594269
5.224223877;1.397718384
5.164866577;1.405873718
5.101721649;1.414140839
5.030104156;1.42319046
4.954819885;1.432281372
4.870188904;1.441799286
4.779724915;1.452420959
4.679975647;1.463169525
4.571773956;1.474919128
4.450762207;1.486693909
4.324012115;1.499211914
4.176819305;1.513074371
4.024324219;1.526707214
3.853368347;1.541780182
3.666264954;1.557897491
3.461686707;1.574679474
3.24479892;1.591904572
2.998528564;1.61147113
2.741862122;1.630678162
2.449258026;1.652634521
2.136670441;1.675677521
1.801208038;1.699833344
1.426159332;1.725991241
1.002234009;1.753548981
0.452707672;1.779369507
