Resistivity:0.1031
5.853047699;1.432455597
5.842093689;1.445696686
5.830299774;1.460100952
5.818477661;1.475008759
5.804945526;1.491134125
5.791579559;1.507898987
5.776512634;1.52643631
5.762213104;1.545054199
5.745008148;1.566978333
5.727241241;1.588567108
5.708416901;1.612535614
5.688063812;1.637577667
5.665933228;1.665605713
5.643019135;1.694468628
5.617152283;1.726213806
5.590792969;1.759464569
5.561897827;1.796272339
5.531058014;1.834478943
5.496682343;1.877634338
5.460353943;1.923067749
5.419928741;1.973473114
5.377889191;2.02589566
5.331030762;2.08545639
5.280774445;2.148439178
5.225778809;2.217465454
5.165904877;2.293523163
5.100964325;2.377184326
5.030719482;2.467646301
4.951858063;2.56962323
4.86965213;2.678452332
4.775982605;2.804714996
4.675689514;2.940425079
4.56449881;3.095384491
4.444506226;3.268160156
4.310537384;3.46658313
4.169000336;3.685184967
4.006799011;3.948825439
3.837248016;4.238411316
3.644837311;4.591313324
3.439930756;4.997767822
3.213973206;5.491245117
2.971489471;6.084804016
