Resistivity:3
5.820820129;1.374486053
5.808515625;1.381881042
5.794248322;1.389862152
5.779448273;1.398252136
5.764262512;1.406798218
5.747923645;1.415839783
5.729889862;1.426037476
5.711315277;1.435675232
5.690734589;1.447111633
5.669448944;1.457921631
5.645581146;1.46948291
5.621163483;1.481688721
5.593590637;1.494962036
5.565392395;1.508201111
5.533494141;1.522747375
5.500637146;1.537229187
5.463169739;1.553511658
5.423704285;1.570019714
5.381605316;1.587514709
5.335306824;1.605781128
5.284935699;1.625526947
5.230767883;1.645736023
5.169277588;1.668013641
5.105536469;1.691030457
5.035207031;1.714887177
4.956507751;1.74121225
4.87400473;1.76757962
4.780123718;1.796893707
4.680181091;1.826688171
4.569425446;1.859886566
4.449283813;1.894031616
4.316088409;1.930983398
4.173783966;1.969226257
4.010815247;2.012284973
3.843217987;2.055427277
3.650715637;2.103334076
3.444714386;2.154423248
3.217553375;2.209083527
2.976435242;2.266753967
2.701513458;2.331708618
2.419724396;2.396913025
2.095767883;2.471566864
1.747469238;2.550967072
1.37073468;2.635447998
0.942495026;2.726109375
