Resistivity:27.466
5.856916901;1.216801483
5.845071625;1.217483276
5.832235382;1.219262787
5.819538116;1.220284973
5.805367493;1.221987946
5.790239136;1.222869141
5.774948639;1.224765472
5.75880011;1.225571136
5.740409821;1.227289215
5.72202356;1.22949472
5.701336121;1.230868378
5.679433136;1.232717377
5.655666046;1.2344133
5.630486023;1.2363479
5.602747009;1.238685333
5.574859955;1.240870697
5.543633423;1.242962402
5.510228577;1.245164886
5.474570892;1.247475128
5.43505307;1.250009949
5.392239075;1.252726044
5.347778503;1.254973846
5.296788025;1.257910492
5.244056305;1.26092569
5.183876221;1.264214813
5.120757477;1.267545227
5.05179364;1.270633942
4.975934326;1.274184906
4.892778717;1.277463959
4.804791138;1.281196198
4.704147583;1.285443054
4.5970849;1.289842987
4.479838623;1.294317444
4.350939423;1.299203796
4.208834381;1.303840393
4.058576019;1.308799255
3.884542511;1.314507385
3.704613556;1.320135956
3.500365631;1.326266052
3.288502167;1.332875519
3.047355835;1.33986969
2.786940033;1.347300934
2.496100342;1.355342468
2.198903961;1.362909668
1.850941681;1.372393341
1.493488678;1.381303986
1.075143585;1.391142151
0.560211456;1.399284393
